record_id,month,day,year,Avg1,Avg2
1347148,2,1,1858,74.5106,34.916
1347149,3,1,1858,70.7882,33.8504
1347150,4,1,1858,65.3306,35.5226
1347151,5,1,1858,58.5212,34.4768
1347152,6,1,1858,53.4506,34.673
1347153,7,1,1858,52.5848,34.142
1347154,8,1,1858,56.2118,34.268
1347155,9,1,1858,58.5356,37.1174
1347156,10,1,1858,61.0538,35.2022
1347157,11,1,1858,64.9364,36.3542
1347158,12,1,1858,67.631,34.3436
1347159,1,1,1859,70.403,35.5802
1347160,2,1,1859,70.6334,35.3714
1347161,3,1,1859,70.9394,34.916
1347162,4,1,1859,66.1658,34.1816
1347163,5,1,1859,59.5094,33.9674
1347164,6,1,1859,55.535,34.4606
1347165,7,1,1859,55.2416,34.9592
1347166,8,1,1859,56.1182,34.6982
1347167,9,1,1859,58.91,33.5012
1347168,10,1,1859,64.0508,34.151
1347169,11,1,1859,67.3628,33.6092
1347170,12,1,1859,71.3984,34.7054
1347171,1,1,1860,74.1326,34.8638
1347172,2,1,1860,72.9248,34.0574
1347173,3,1,1860,68.6876,35.5424
1347174,4,1,1860,63.0608,36.5972
1347175,5,1,1860,56.5394,34.9232
1347176,6,1,1860,54.3326,34.1744
1347177,7,1,1860,55.8212,33.7658
1347178,8,1,1860,59.0504,34.6082
1347179,9,1,1860,60.7784,35.2256
1347180,10,1,1860,64.7942,34.1384
1347181,11,1,1860,67.3754,33.6128
1347182,12,1,1860,70.097,34.6136
1347183,1,1,1861,72.815,35.1464
1347184,2,1,1861,73.7366,34.0016
1347185,3,1,1861,70.9466,34.3598
1347186,4,1,1861,65.831,33.377
1347187,5,1,1861,57.0164,33.5894
1347188,6,1,1861,53.7656,34.844
1347189,7,1,1861,52.565,34.6604
1347190,8,1,1861,59.6948,35.2166
1347191,9,1,1861,59.2394,33.4292
1347192,10,1,1861,61.4012,33.5228
1347193,11,1,1861,66.776,34.6982
1347194,12,1,1861,70.4318,35.7458
1347195,1,1,1862,72.5018,34.1492
1347196,2,1,1862,72.4514,34.7468
1347197,3,1,1862,72.0914,33.7676
1347198,4,1,1862,66.569,34.421
1347199,5,1,1862,60.908,36.374
1347200,6,1,1862,56.7806,36.5864
1347201,7,1,1862,51.7316,34.6496
1347202,8,1,1862,54.2858,34.6676
1347203,9,1,1862,56.8796,34.3238
1347204,10,1,1862,62.4362,33.9062
1347205,11,1,1862,67.6616,34.8008
1347206,12,1,1862,70.5164,34.673
1347207,1,1,1863,73.4054,34.9016
1347208,2,1,1863,73.355,37.3838
1347209,3,1,1863,68.5724,33.3608
1347210,4,1,1863,64.4324,34.5002
1347211,5,1,1863,57.1064,34.9916
1347212,6,1,1863,55.3154,36.3038
1347213,7,1,1863,53.4344,35.1644
1347214,8,1,1863,55.49,34.412
1347215,9,1,1863,57.2306,35.2436
1347216,10,1,1863,61.7378,33.7766
1347217,11,1,1863,67.5968,34.1132
1347218,12,1,1863,71.6468,34.5092
1347219,1,1,1864,72.4658,34.1258
1347220,2,1,1864,73.4972,34.9034
1347221,3,1,1864,71.69,35.042
1347222,4,1,1864,63.824,34.5524
1347223,5,1,1864,59.8586,33.6956
1347224,6,1,1864,55.0256,34.7
1347225,7,1,1864,53.5352,34.2554
1347226,8,1,1864,54.9644,35.4434
1347227,9,1,1864,58.5392,34.6982
1347228,10,1,1864,63.2138,33.701
1347229,11,1,1864,68.2322,34.1096
1347230,12,1,1864,71.6126,34.6568
1347231,1,1,1865,73.2398,34.8692
1347232,2,1,1865,72.6278,34.502
1347233,3,1,1865,70.1078,33.7712
1347234,4,1,1865,64.7078,34.1384
1347235,5,1,1865,58.586,34.3436
1347236,6,1,1865,57.2936,36.8924
1347237,7,1,1865,55.1966,34.0826
1347238,8,1,1865,56.1542,33.6848
1347239,9,1,1865,58.937,34.0952
1347240,10,1,1865,65.1614,34.5164
1347241,11,1,1865,69.1844,34.457
1347242,12,1,1865,72.0248,34.286
1347243,1,1,1866,74.1686,34.1798
1347244,2,1,1866,72.1886,34.8116
1347245,3,1,1866,71.7224,36.2282
1347246,4,1,1866,63.9158,34.7126
1347247,5,1,1866,59.9864,34.2878
1347248,6,1,1866,53.7512,33.7352
1347249,7,1,1866,55.4522,34.8026
1347250,8,1,1866,56.9066,34.2446
1347251,9,1,1866,60.3572,33.629
1347252,10,1,1866,62.8358,33.6488
1347253,11,1,1866,67.6058,33.8288
1347254,12,1,1866,71.6072,34.8746
1347255,1,1,1867,72.9392,35.2868
1347256,2,1,1867,72.6188,34.4084
1347257,3,1,1867,69.8954,34.5038
1347258,4,1,1867,63.0986,35.3354
1347259,5,1,1867,59.5238,34.7018
1347260,6,1,1867,54.7502,33.836
1347261,7,1,1867,54.0716,34.3364
1347262,8,1,1867,57.4646,35.4182
1347263,9,1,1867,59.8874,33.7154
1347264,10,1,1867,63.446,33.8864
1347265,11,1,1867,68.963,35.8682
1347266,12,1,1867,72.2858,34.9124
1347267,1,1,1868,75.4286,34.124
1347268,2,1,1868,73.9832,34.9862
1347269,3,1,1868,71.1158,34.4714
1347270,4,1,1868,64.6646,34.133
1347271,5,1,1868,60.7478,34.34
1347272,6,1,1868,57.3908,35.195
1347273,7,1,1868,55.5692,34.7306
1347274,8,1,1868,57.6608,34.4192
1347275,9,1,1868,60.2006,34.2482
1347276,10,1,1868,66.3188,35.4254
1347277,11,1,1868,68.6624,34.1744
1347278,12,1,1868,71.5352,35.4902
1347279,1,1,1869,74.597,35.4434
1347280,2,1,1869,73.1426,34.7252
1347281,3,1,1869,70.7,34.2014
1347282,4,1,1869,66.2054,34.8476
1347283,5,1,1869,62.9618,37.5098
1347284,6,1,1869,55.7906,36.0374
1347285,7,1,1869,53.1482,35.3678
1347286,8,1,1869,57.1028,34.6208
1347287,9,1,1869,61.1438,33.8792
1347288,10,1,1869,62.5532,33.8072
1347289,11,1,1869,67.6292,33.647
1347290,12,1,1869,70.9736,33.8738
1347291,1,1,1870,73.706,34.1078
1347292,2,1,1870,75.1064,34.4444
1347293,3,1,1870,71.6522,34.034
1347294,4,1,1870,64.3766,34.7162
1347295,5,1,1870,60.4832,33.8648
1347296,6,1,1870,56.453,33.989
1347297,7,1,1870,55.4396,33.8198
1347298,8,1,1870,55.6322,33.7946
1347299,9,1,1870,58.8578,33.9314
1347300,10,1,1870,65.4782,34.61
1347301,11,1,1870,67.3196,34.1204
1347302,12,1,1870,73.2164,35.4416
1347303,1,1,1871,74.0462,33.8414
1347304,2,1,1871,73.949,34.4462
1347305,3,1,1871,70.8296,34.9808
1347306,4,1,1871,63.7682,33.5876
1347307,5,1,1871,58.4942,34.052
1347308,6,1,1871,54.5954,33.8234
1347309,7,1,1871,53.996,34.2068
1347310,8,1,1871,56.9786,33.7928
1347311,9,1,1871,58.7426,33.8018
1347312,10,1,1871,62.6036,34.0952
1347313,11,1,1871,67.7822,34.1888
1347314,12,1,1871,71.5874,33.6326
1347315,1,1,1872,74.138,36.842
1347316,2,1,1872,73.4648,34.8368
1347317,3,1,1872,70.1456,34.7486
1347318,4,1,1872,64.265,34.025
1347319,5,1,1872,56.8796,33.899
1347320,6,1,1872,54.8312,35.0852
1347321,7,1,1872,54.2174,34.7972
1347322,8,1,1872,57.6374,34.601
1347323,9,1,1872,60.8936,34.7648
1347324,10,1,1872,66.0452,36.7934
1347325,11,1,1872,68.5076,33.98
1347326,12,1,1872,71.4452,35.501
1347327,1,1,1873,75.3944,35.2094
1347328,2,1,1873,73.823,34.4264
1347329,3,1,1873,70.079,34.6712
1347330,4,1,1873,63.7232,34.5182
1347331,5,1,1873,60.3194,34.1222
1347332,6,1,1873,56.4116,33.944
1347333,7,1,1873,53.1194,33.7208
1347334,8,1,1873,57.5114,33.71
1347335,9,1,1873,60.6092,35.546
1347336,10,1,1873,63.8744,33.818
1347337,11,1,1873,68.9504,33.7064
1347338,12,1,1873,71.8628,34.3724
1347339,1,1,1874,71.7836,33.8558
1347340,2,1,1874,72.8942,33.854
1347341,3,1,1874,69.3194,34.0448
1347342,4,1,1874,64.6196,34.8278
1347343,5,1,1874,56.7806,34.7936
1347344,6,1,1874,54.8402,35.3246
1347345,7,1,1874,52.9196,35.3372
1347346,8,1,1874,57.5726,35.3228
1347347,9,1,1874,59.7164,33.5012
1347348,10,1,1874,61.4624,33.5732
1347349,11,1,1874,66.1604,34.6388
1347350,12,1,1874,70.277,35.1734
1347351,1,1,1875,71.7962,34.8098
1347352,2,1,1875,73.4936,33.8864
1347353,3,1,1875,68.6282,34.0556
1347354,4,1,1875,63.7088,34.169
1347355,5,1,1875,59.5652,34.2392
1347356,6,1,1875,52.0556,34.6946
1347357,7,1,1875,53.0114,34.925
1347358,8,1,1875,55.3424,33.9872
1347359,9,1,1875,60.2294,33.4976
1347360,10,1,1875,63.248,33.548
1347361,11,1,1875,67.2962,33.2384
1347362,12,1,1875,71.2976,35.7566
1347363,1,1,1876,72.6872,33.6902
1347364,2,1,1876,73.0778,33.71
1347365,3,1,1876,72.0284,34.5272
1347366,4,1,1876,64.5746,34.1618
1347367,5,1,1876,59.6048,33.575
1347368,6,1,1876,53.7602,33.8072
1347369,7,1,1876,56.5826,34.2014
1347370,8,1,1876,55.5062,34.1834
1347371,9,1,1876,60.6506,33.7334
1347372,10,1,1876,62.3768,33.5552
1347373,11,1,1876,64.427,34.1942
1347374,12,1,1876,67.8398,34.628
1347375,1,1,1877,74.696,34.8206
1347376,2,1,1877,74.2838,34.6712
1347377,3,1,1877,74.6528,34.5182
1347378,4,1,1877,67.2404,34.4804
1347379,5,1,1877,58.1018,34.0538
1347380,6,1,1877,55.7708,34.8656
1347381,7,1,1877,57.7886,34.5398
1347382,8,1,1877,55.9652,33.9296
1347383,9,1,1877,59.9198,33.2852
1347384,10,1,1877,65.8292,33.8918
1347385,11,1,1877,68.5094,34.223
1347386,12,1,1877,72.0356,35.78
1347387,1,1,1878,73.175,35.4848
1347388,2,1,1878,74.1596,34.7558
1347389,3,1,1878,73.8014,33.8936
1347390,4,1,1878,65.7698,34.6442
1347391,5,1,1878,57.9704,34.5488
1347392,6,1,1878,55.0868,34.9196
1347393,7,1,1878,54.23,34.0646
1347394,8,1,1878,55.7708,34.1204
1347395,9,1,1878,60.4562,33.449
1347396,10,1,1878,62.393,34.052
1347397,11,1,1878,69.0602,34.1402
1347398,12,1,1878,68.9216,34.5038
1347399,1,1,1879,71.9132,34.511
1347400,2,1,1879,72.2894,33.8
1347401,3,1,1879,70.1942,33.4688
1347402,4,1,1879,63.4136,33.5318
1347403,5,1,1879,58.0316,33.4364
1347404,6,1,1879,53.9618,34.6244
1347405,7,1,1879,56.1902,33.9152
1347406,8,1,1879,56.0282,33.8738
1347407,9,1,1879,57.8156,33.8972
1347408,10,1,1879,63.1202,34.1546
1347409,11,1,1879,68.4212,33.3122
1347410,12,1,1879,70.2968,34.295
1347411,1,1,1880,71.969,34.2068
1347412,2,1,1880,72.6476,33.4796
1347413,3,1,1880,69.5984,33.3788
1347414,4,1,1880,63.194,34.5146
1347415,5,1,1880,58.5032,33.6974
1347416,6,1,1880,57.2594,33.404
1347417,7,1,1880,55.1372,34.007
1347418,8,1,1880,59.1548,33.755
1347419,9,1,1880,57.2,35.1482
1347420,10,1,1880,60.962,33.5516
1347421,11,1,1880,67.9784,34.2698
1347422,12,1,1880,73.5764,33.9026
1347423,1,1,1881,72.1868,33.7838
1347424,2,1,1881,73.4126,33.9008
1347425,3,1,1881,72.2588,34.1294
1347426,4,1,1881,63.6836,33.53
1347427,5,1,1881,58.2656,33.4706
1347428,6,1,1881,54.3848,33.899
1347429,7,1,1881,53.1824,33.6074
1347430,8,1,1881,55.8752,33.827
1347431,9,1,1881,60.5588,33.638
1347432,10,1,1881,64.6268,33.71
1347433,11,1,1881,68.0756,33.9206
1347434,12,1,1881,72.4244,33.7856
1347435,1,1,1882,73.427,34.8674
1347436,2,1,1882,72.5432,34.5794
1347437,3,1,1882,68.927,33.5768
1347438,4,1,1882,62.4794,33.6956
1347439,5,1,1882,57.8606,33.9224
1347440,6,1,1882,53.4452,33.5462
1347441,7,1,1882,52.2212,33.7946
1347442,8,1,1882,57.0596,34.052
1347443,9,1,1882,57.7364,33.9386
1347444,10,1,1882,65.5988,33.4652
1347445,11,1,1882,67.1252,34.2716
1347446,12,1,1882,68.81,35.6594
1347447,1,1,1883,72.437,35.3336
1347448,2,1,1883,72.3668,34.0664
1347449,3,1,1883,71.5586,33.7136
1347450,4,1,1883,61.8674,33.6182
1347451,5,1,1883,58.4258,33.4886
1347452,6,1,1883,56.6834,33.6902
1347453,7,1,1883,54.6314,33.737
1347454,8,1,1883,54.41,33.3752
1347455,9,1,1883,58.2278,33.2096
1347456,10,1,1883,63.4118,33.3824
1347457,11,1,1883,68.0576,33.3662
1347458,12,1,1883,71.0528,33.872
1347459,1,1,1884,72.7952,34.763
1347460,2,1,1884,72.3074,34.3076
1347461,3,1,1884,73.2182,33.9548
1347462,4,1,1884,63.662,33.584
1347463,5,1,1884,55.7744,33.6362
1347464,6,1,1884,52.1312,34.3526
1347465,7,1,1884,52.709,34.0952
1347466,8,1,1884,61.007,33.908
1347467,9,1,1884,59.6372,33.5102
1347468,10,1,1884,62.3696,33.4796
1347469,11,1,1884,67.7012,33.6686
1347470,12,1,1884,71.2832,33.9026
1347471,1,1,1885,73.8338,34.2896
1347472,2,1,1885,73.0976,34.6568
1347473,3,1,1885,69.3194,33.2168
1347474,4,1,1885,64.454,34.8836
1347475,5,1,1885,59.4248,35.2004
1347476,6,1,1885,52.7306,34.088
1347477,7,1,1885,52.8764,35.474
1347478,8,1,1885,54.455,33.6686
1347479,9,1,1885,59.7164,33.2978
1347480,10,1,1885,63.6314,33.26
1347481,11,1,1885,71.1392,35.2238
1347482,12,1,1885,72.3092,35.1212
1347483,1,1,1886,75.6824,35.8772
1347484,2,1,1886,72.2642,33.7532
1347485,3,1,1886,71.6234,34.178
1347486,4,1,1886,63.9122,33.4148
1347487,5,1,1886,56.435,33.6974
1347488,6,1,1886,51.5084,34.1294
1347489,7,1,1886,51.251,34.7072
1347490,8,1,1886,53.7746,34.5812
1347491,9,1,1886,59.1242,33.4058
1347492,10,1,1886,61.9484,33.665
1347493,11,1,1886,67.6634,33.7262
1347494,12,1,1886,72.1616,34.4606
1347495,1,1,1887,72.7682,33.7316
1347496,2,1,1887,72.1958,35.06
1347497,3,1,1887,68.8118,33.6596
1347498,4,1,1887,62.6144,33.3842
1347499,5,1,1887,56.1452,33.8144
1347500,6,1,1887,56.3252,34.1816
1347501,7,1,1887,53.7962,33.1988
1347502,8,1,1887,59.7902,33.9098
1347503,9,1,1887,58.505,33.7424
1347504,10,1,1887,63.4712,33.2456
1347505,11,1,1887,67.73,34.3706
1347506,12,1,1887,72.5072,34.1438
1347507,1,1,1888,73.589,34.6532
1347508,2,1,1888,74.0084,33.6992
1347509,3,1,1888,70.7774,33.7064
1347510,4,1,1888,64.2794,33.4796
1347511,5,1,1888,56.6042,33.3986
1347512,6,1,1888,52.4894,33.7316
1347513,7,1,1888,56.3378,33.17
1347514,8,1,1888,58.3826,33.548
1347515,9,1,1888,62.0438,35.7152
1347516,10,1,1888,66.1982,34.6586
1347517,11,1,1888,68.9396,35.7224
1347518,12,1,1888,73.4846,34.5434
1347519,1,1,1889,75.9416,35.5514
1347520,2,1,1889,74.3666,34.7828
1347521,3,1,1889,72.9896,33.4922
1347522,4,1,1889,65.1866,33.6542
1347523,5,1,1889,59.693,33.0674
1347524,6,1,1889,52.1312,34.7324
1347525,7,1,1889,55.0202,33.2996
1347526,8,1,1889,53.7692,33.4364
1347527,9,1,1889,57.344,33.5768
1347528,10,1,1889,62.9636,32.9162
1347529,11,1,1889,68.8874,33.1862
1347530,12,1,1889,73.6088,33.9422
1347531,1,1,1890,73.1696,33.1484
1347532,2,1,1890,73.2092,33.4868
1347533,3,1,1890,69.863,33.2582
1347534,4,1,1890,64.0904,35.5172
1347535,5,1,1890,55.6124,34.817
1347536,6,1,1890,52.601,33.8072
1347537,7,1,1890,55.9616,34.295
1347538,8,1,1890,54.1346,33.2348
1347539,9,1,1890,58.0478,33.0818
1347540,10,1,1890,62.3372,33.2528
1347541,11,1,1890,68.378,33.8324
1347542,12,1,1890,71.7512,33.9134
1347543,1,1,1891,73.7006,33.4274
1347544,2,1,1891,74.3144,33.3626
1347545,3,1,1891,71.2022,32.8262
1347546,4,1,1891,64.5368,33.3824
1347547,5,1,1891,59.621,33.4724
1347548,6,1,1891,54.7826,33.4868
1347549,7,1,1891,53.8106,33.2348
1347550,8,1,1891,56.4818,33.6434
1347551,9,1,1891,59.918,33.5966
1347552,10,1,1891,64.2002,32.999
1347553,11,1,1891,69.179,33.6398
1347554,12,1,1891,71.1104,33.4346
1347555,1,1,1892,75.7364,34.097
1347556,2,1,1892,75.5042,33.3788
1347557,3,1,1892,71.0312,33.7496
1347558,4,1,1892,65.327,33.35
1347559,5,1,1892,56.7158,33.5876
1347560,6,1,1892,52.7,33.935
1347561,7,1,1892,54.3254,34.5578
1347562,8,1,1892,55.9328,34.3508
1347563,9,1,1892,58.3664,32.9342
1347564,10,1,1892,63.4802,35.0744
1347565,11,1,1892,67.5446,33.0746
1347566,12,1,1892,70.214,35.8898
1347567,1,1,1893,74.669,33.9476
1347568,2,1,1893,71.6414,33.134
1347569,3,1,1893,72.2282,33.4094
1347570,4,1,1893,62.9312,33.2978
1347571,5,1,1893,56.8184,32.99
1347572,6,1,1893,51.863,33.1394
1347573,7,1,1893,55.4252,33.4364
1347574,8,1,1893,52.9682,34.2626
1347575,9,1,1893,55.6376,33.5984
1347576,10,1,1893,59.8064,34.3544
1347577,11,1,1893,67.235,35.2688
1347578,12,1,1893,73.9274,33.6128
1347579,1,1,1894,76.9244,34.898
1347580,2,1,1894,74.9066,33.8954
1347581,3,1,1894,70.178,33.1376
1347582,4,1,1894,63.5828,33.1844
1347583,5,1,1894,58.5068,33.233
1347584,6,1,1894,50.3312,33.5552
1347585,7,1,1894,53.3714,33.0026
1347586,8,1,1894,56.0894,33.089
1347587,9,1,1894,58.4438,33.107
1347588,10,1,1894,63.4676,32.918
1347589,11,1,1894,69.2384,33.1772
1347590,12,1,1894,71.0816,33.2168
1347591,1,1,1895,72.5774,32.6624
1347592,2,1,1895,73.4108,33.7208
1347593,3,1,1895,72.8222,33.4508
1347594,4,1,1895,64.7672,32.9108
1347595,5,1,1895,58.7678,33.2888
1347596,6,1,1895,57.0704,33.2132
1347597,7,1,1895,54.1634,33.3356
1347598,8,1,1895,58.3376,33.0836
1347599,9,1,1895,60.3374,32.9576
1347600,10,1,1895,63.6566,33.8378
1347601,11,1,1895,67.8578,34.0754
1347602,12,1,1895,74.5394,34.5128
1347603,1,1,1896,72.0482,32.8352
1347604,2,1,1896,72.887,34.0808
1347605,3,1,1896,70.1258,33.0152
1347606,4,1,1896,64.445,33.3824
1347607,5,1,1896,59.7182,34.1654
1347608,6,1,1896,53.7404,33.2744
1347609,7,1,1896,55.9868,33.0782
1347610,8,1,1896,61.0574,33.2636
1347611,9,1,1896,62.9834,33.0134
1347612,10,1,1896,65.4188,33.026
1347613,11,1,1896,70.997,33.0206
1347614,12,1,1896,73.3442,32.9594
1347615,1,1,1897,73.9022,34.1798
1347616,2,1,1897,74.7284,34.1204
1347617,3,1,1897,72.9014,33.9152
1347618,4,1,1897,68.4302,32.9522
1347619,5,1,1897,61.7126,33.1106
1347620,6,1,1897,54.9968,34.1672
1347621,7,1,1897,50.891,33.143
1347622,8,1,1897,55.04,33.377
1347623,9,1,1897,57.1838,33.1142
1347624,10,1,1897,64.2128,34.079
1347625,11,1,1897,69.5354,33.512
1347626,12,1,1897,75.0776,33.3752
1347627,1,1,1898,75.7238,34.0358
1347628,2,1,1898,75.7958,33.3338
1347629,3,1,1898,70.8602,33.4148
1347630,4,1,1898,64.8086,33.206
1347631,5,1,1898,57.0596,33.9314
1347632,6,1,1898,58.4078,33.7694
1347633,7,1,1898,52.8854,33.5264
1347634,8,1,1898,53.2112,33.3518
1347635,9,1,1898,57.092,33.476
1347636,10,1,1898,60.8,33.053
1347637,11,1,1898,66.164,33.7964
1347638,12,1,1898,71.6018,34.241
1347639,1,1,1899,74.5394,33.512
1347640,2,1,1899,72.9122,33.656
1347641,3,1,1899,72.635,33.4184
1347642,4,1,1899,66.3674,33.3356
1347643,5,1,1899,62.537,33.8918
1347644,6,1,1899,51.8036,34.6118
1347645,7,1,1899,58.6814,33.4544
1347646,8,1,1899,59.2106,33.3734
1347647,9,1,1899,59.0198,33.215
1347648,10,1,1899,63.1796,33.458
1347649,11,1,1899,68.0594,33.3338
1347650,12,1,1899,71.8142,33.3122
1347651,1,1,1900,74.8238,33.6344
1347652,2,1,1900,75.5942,33.431
1347653,3,1,1900,72.3002,33.2492
1347654,4,1,1900,64.4756,33.35
1347655,5,1,1900,59.9558,33.4418
1347656,6,1,1900,56.8598,33.9188
1347657,7,1,1900,59.2466,33.8378
1347658,8,1,1900,57.9686,33.2618
1347659,9,1,1900,60.9044,33.0512
1347660,10,1,1900,63.9824,33.3806
1347661,11,1,1900,68.9828,33.5606
1347662,12,1,1900,72.2858,33.5066
1347663,1,1,1901,71.9168,33.1376
1347664,2,1,1901,73.0958,33.3788
1347665,3,1,1901,70.4444,33.4598
1347666,4,1,1901,61.8404,33.5264
1347667,5,1,1901,59.4914,33.7244
1347668,6,1,1901,56.093,34.3382
1347669,7,1,1901,54.6638,34.2644
1347670,8,1,1901,54.9248,33.6776
1347671,9,1,1901,61.0736,33.3284
1347672,10,1,1901,65.1128,33.2654
1347673,11,1,1901,67.6904,33.4472
1347674,12,1,1901,71.4992,33.3536
1347675,1,1,1902,72.9896,33.4148
1347676,2,1,1902,76.388,33.4562
1347677,3,1,1902,71.87,33.332
1347678,4,1,1902,66.7958,33.233
1347679,5,1,1902,62.2796,33.4544
1347680,6,1,1902,58.5122,33.7712
1347681,7,1,1902,56.1146,33.4346
1347682,8,1,1902,52.5164,33.53
1347683,9,1,1902,60.5102,33.0728
1347684,10,1,1902,62.6828,33.1466
1347685,11,1,1902,70.1438,33.2258
1347686,12,1,1902,73.274,33.0998
1347687,1,1,1903,72.5684,33.2006
1347688,2,1,1903,74.7914,33.2582
1347689,3,1,1903,73.319,33.1844
1347690,4,1,1903,64.6862,33.377
1347691,5,1,1903,58.1504,33.3986
1347692,6,1,1903,57.0074,33.2276
1347693,7,1,1903,54.1004,33.5606
1347694,8,1,1903,56.4422,33.6902
1347695,9,1,1903,62.213,33.4454
1347696,10,1,1903,62.3642,33.4166
1347697,11,1,1903,69.0494,33.746
1347698,12,1,1903,71.9654,33.4184
1347699,1,1,1904,72.041,33.5912
1347700,2,1,1904,71.8196,33.2564
1347701,3,1,1904,72.104,33.1664
1347702,4,1,1904,65.4098,33.3032
1347703,5,1,1904,57.3296,33.6398
1347704,6,1,1904,53.6936,33.755
1347705,7,1,1904,56.6078,33.494
1347706,8,1,1904,55.9166,33.3122
1347707,9,1,1904,61.43,33.4094
1347708,10,1,1904,63.1436,33.1322
1347709,11,1,1904,68.468,33.0926
1347710,12,1,1904,69.8108,33.0494
1347711,1,1,1905,71.555,33.6488
1347712,2,1,1905,71.9294,33.2888
1347713,3,1,1905,70.268,33.2636
1347714,4,1,1905,64.4828,33.1592
1347715,5,1,1905,58.2008,33.4544
1347716,6,1,1905,56.3216,33.6704
1347717,7,1,1905,52.5956,33.7442
1347718,8,1,1905,55.949,33.413
1347719,9,1,1905,61.2176,33.7478
1347720,10,1,1905,67.0766,33.6182
1347721,11,1,1905,67.5374,34.0934
1347722,12,1,1905,71.3696,33.0674
1347723,1,1,1906,74.0642,33.1538
1347724,2,1,1906,73.5836,33.359
1347725,3,1,1906,72.3956,33.6092
1347726,4,1,1906,66.0254,33.4922
1347727,5,1,1906,62.6828,33.3896
1347728,6,1,1906,53.7368,34.1564
1347729,7,1,1906,56.0192,33.3176
1347730,8,1,1906,57.5816,33.2798
1347731,9,1,1906,59.3564,33.296
1347732,10,1,1906,65.5106,33.0386
1347733,11,1,1906,68.846,33.3662
1347734,12,1,1906,71.7386,33.6182
1347735,1,1,1907,73.5008,33.467
1347736,2,1,1907,74.2136,33.4922
1347737,3,1,1907,73.2002,33.5048
1347738,4,1,1907,65.1164,33.0836
1347739,5,1,1907,55.7924,33.908
1347740,6,1,1907,55.1696,33.5138
1347741,7,1,1907,53.7998,34.1312
1347742,8,1,1907,53.7854,33.3392
1347743,9,1,1907,59.5598,33.2402
1347744,10,1,1907,62.411,33.314
1347745,11,1,1907,68.1602,33.26
1347746,12,1,1907,73.4684,33.7172
1347747,1,1,1908,71.8538,33.1322
1347748,2,1,1908,71.5154,33.5966
1347749,3,1,1908,70.115,33.7514
1347750,4,1,1908,64.4036,33.5858
1347751,5,1,1908,57.74,34.1636
1347752,6,1,1908,56.156,33.4022
1347753,7,1,1908,55.031,33.665
1347754,8,1,1908,53.5568,34.2086
1347755,9,1,1908,60.0494,33.6434
1347756,10,1,1908,63.5522,33.4166
1347757,11,1,1908,67.6706,33.836
1347758,12,1,1908,71.3858,33.5696
1347759,1,1,1909,73.6232,33.3032
1347760,2,1,1909,73.013,33.8468
1347761,3,1,1909,68.7056,33.6416
1347762,4,1,1909,64.0688,33.7928
1347763,5,1,1909,54.6836,33.224
1347764,6,1,1909,52.8116,33.827
1347765,7,1,1909,55.1408,33.6812
1347766,8,1,1909,59.2646,33.3014
1347767,9,1,1909,60.4634,33.5984
1347768,10,1,1909,62.0762,33.4292
1347769,11,1,1909,66.9182,33.3824
1347770,12,1,1909,69.1106,34.4804
1347771,1,1,1910,73.9688,33.3428
1347772,2,1,1910,71.7638,33.503
1347773,3,1,1910,68.5778,34.4138
1347774,4,1,1910,65.2676,34.3508
1347775,5,1,1910,56.6312,33.341
1347776,6,1,1910,56.9228,33.2834
1347777,7,1,1910,52.5236,33.6452
1347778,8,1,1910,57.5186,33.2888
1347779,9,1,1910,58.802,33.5534
1347780,10,1,1910,61.5128,34.7882
1347781,11,1,1910,67.9298,33.1178
1347782,12,1,1910,71.366,34.169
1347783,1,1,1911,73.9094,33.1628
1347784,2,1,1911,72.7214,33.3662
1347785,3,1,1911,68.1656,34.1978
1347786,4,1,1911,63.6098,33.2888
1347787,5,1,1911,58.4168,33.332
1347788,6,1,1911,50.3096,33.8072
1347789,7,1,1911,52.1078,33.3842
1347790,8,1,1911,54.5306,33.5534
1347791,9,1,1911,57.3368,33.5498
1347792,10,1,1911,61.3634,33.4724
1347793,11,1,1911,69.0368,33.2564
1347794,12,1,1911,71.4164,33.9674
1347795,1,1,1912,74.0264,33.476
1347796,2,1,1912,75.218,33.5498
1347797,3,1,1912,71.5406,33.755
1347798,4,1,1912,64.5368,33.6254
1347799,5,1,1912,60.6272,33.5912
1347800,6,1,1912,56.1974,33.8216
1347801,7,1,1912,51.6038,33.557
1347802,8,1,1912,55.7222,33.8738
1347803,9,1,1912,56.5754,33.6488
1347804,10,1,1912,63.1724,33.323
1347805,11,1,1912,69.1142,33.557
1347806,12,1,1912,72.3002,33.3122
1347807,1,1,1913,71.87,33.638
1347808,2,1,1913,74.9228,33.2042
1347809,3,1,1913,70.6514,33.4166
1347810,4,1,1913,66.9794,33.4796
1347811,5,1,1913,61.3022,33.7028
1347812,6,1,1913,54.1364,34.0142
1347813,7,1,1913,58.8254,33.5426
1347814,8,1,1913,58.0856,33.9206
1347815,9,1,1913,60.8396,33.3464
1347816,10,1,1913,64.6016,33.2366
1347817,11,1,1913,69.5678,33.4184
1347818,12,1,1913,70.736,33.6272
1347819,1,1,1914,75.6914,33.7514
1347820,2,1,1914,73.7096,33.3122
1347821,3,1,1914,71.258,33.8612
1347822,4,1,1914,65.39,33.494
1347823,5,1,1914,59.765,33.7298
1347824,6,1,1914,60.0314,33.395
